activity,Uppm,adjwt,basement,floor,pcterr,region,room,typebldg,wave,area,days,month
2.9,2.59308,589.0869,Y,0,15.6,6,4,1,51,JEFFERSON           PA,0,11/1988
3.8,3.11518,363.43207,N,1,10.7,3,7,1,31,MARICOPA            AZ,2,12/1987
3.7,1.48399,218.33786,Y,0,5.0,5,4,1,48,WARD                ND,2,02/1988
6.4,2.04101,649.2395,Y,0,4.6,8,7,1,86,NORFOLK             MA,2,03/1988
6.3,1.14684,108.80514,N,1,5.1,3,2,1,82,MCHENRY             ND,8,03/1988
2.1,2.49759,303.79205,N,1,12.3,2,3,1,29,ALLEN               IN,2,12/1987
3.9,1.42956,628.9107,Y,0,7.6,10,4,5,96,PLYMOUTH            MA,2,03/1988
0.2,0.421763,8.313953,N,1,0.0,1,3,1,-1,SAULT ST. MARIE     MI,1,03/1988
5.8,2.09233,195.07153,Y,0,7.4,1,4,1,30,CLAY                MO,2,01/1988
3.0,1.48399,193.5074,Y,1,9.7,5,1,1,5,WARD                ND,2,03/1988
1.4,0.892741,13.705714,N,1,12.0,2,3,2,-1,WHITE EARTH         MN,2,02/1988
1.3,1.34316,1024.4429,Y,1,10.4,4,7,1,28,FARIBAULT           MN,3,12/1987
0.6,2.63999,550.75684,Y,0,57.8,8,7,1,80,LACKAWANNA          PA,2,12/1988
1.0,1.68913,570.61176,Y,0,28.6,9,4,1,52,BRISTOL             MA,2,03/1988
0.5,0.421763,8.313953,N,1,53.1,1,1,1,-1,SAULT ST. MARIE     MI,2,03/1988
5.8,1.70553,183.82793,Unknown,0,7.5,4,0,0,26,CASS                ND,9,02/1988
7.7,2.10049,1074.0137,Y,0,4.6,3,4,1,104,SNYDER              PA,2,02/1989
2.1,1.96648,195.07153,N,1,19.3,1,3,1,66,CASS                MO,0,02/1988
0.9,1.96705,628.9107,Y,0,19.9,4,7,1,110,HAMPDEN             MA,6,04/1988
0.9,1.96705,625.01996,Y,0,22.9,4,4,1,2,HAMPDEN             MA,5,03/1988
0.1,2.66527,378.24384,N,1,0.0,2,7,1,97,YAVAPAI             AZ,2,06/1988
70.0,2.05186,1074.0137,Y,0,1.2,2,4,1,48,CUMBERLAND          PA,2,11/1988
1.0,2.56866,1060.5416,Y,0,21.9,9,0,1,25,ALLEGHENY           PA,2,02/1988
2.7,1.12399,481.44348,Y,0,8.9,1,4,1,54,ST JOSEPH           IN,8,03/1988
3.4,2.43343,641.183,Y,0,8.4,6,4,1,81,MIDDLESEX           MA,2,03/1988
2.5,2.08844,1122.8802,N,0,12.5,3,0,0,71,BLAIR               PA,9,12/1988
0.8,2.2372,303.79205,N,1,33.4,2,3,1,120,MIAMI               IN,2,03/1989
2.1,2.43343,641.183,Y,0,12.2,6,7,1,45,MIDDLESEX           MA,2,03/1988
3.5,3.43326,363.43207,N,1,11.3,3,7,1,54,PIMA                AZ,8,02/1988
8.2,2.22498,1020.6714,N,3,6.4,3,0,0,2,GRANT               IN,1,12/1988
0.9,0.0,579.39685,Y,0,28.4,11,4,1,52,SUFFOLK             MA,4,03/1988
2.4,1.28054,106.26117,Y,0,9.8,3,3,1,24,PIERCE              ND,2,02/1988
6.4,3.28,993.15466,Y,0,4.6,10,4,1,29,PHILADELPHIA        PA,5,04/1988
9.1,2.5116,649.2395,Y,0,4.8,5,2,1,75,WORCESTER           MA,2,03/1988
6.2,2.43343,597.85675,Y,0,6.4,6,4,5,85,MIDDLESEX           MA,2,03/1988
0.8,2.12421,438.80835,Unknown,0,48.3,1,0,0,60,PLATTE              MO,3,01/1988
1.6,2.43343,649.2395,Y,0,15.6,6,4,2,78,MIDDLESEX           MA,3,03/1988
10.6,1.98755,481.44348,Y,0,3.2,5,4,1,3,VIGO                IN,2,12/1988
1.3,2.56866,1065.3071,Unknown,9,25.9,9,0,0,35,ALLEGHENY           PA,2,03/1988
1.9,2.57879,1074.0137,Y,0,12.1,5,4,1,89,WASHINGTON          PA,2,01/1989
1.1,2.49759,329.47784,N,1,14.1,2,1,1,94,ALLEN               IN,2,02/1989
1.1,3.43326,359.16406,Unknown,1,25.8,3,2,1,52,PIMA                AZ,2,01/1988
2.8,3.11518,364.80402,N,1,9.6,3,7,2,45,MARICOPA            AZ,7,12/1987
4.7,1.58917,1024.4429,Y,0,5.1,4,4,1,39,WINONA              MN,10,01/1988
2.5,1.66622,896.2607,Y,0,11.9,4,4,2,70,ST LOUIS CITY       MO,2,02/1988
1.8,2.99849,364.9583,N,1,11.3,3,3,1,71,PINAL               AZ,1,03/1988
1.3,3.11518,364.9583,N,1,14.2,3,3,2,38,MARICOPA            AZ,1,12/1987
9.0,1.14643,3.66,Y,0,3.9,4,4,1,-1,STOCKBRIDGE-MUNSEE  WI,0,03/1988
13.8,1.62023,110.44374,Y,0,4.6,4,1,1,42,GRAND FORKS         ND,2,02/1988
1.5,3.43326,363.43207,N,1,14.0,3,1,1,26,PIMA                AZ,8,12/1987
0.7,1.96648,218.51334,Unknown,0,46.8,1,0,0,64,CASS                MO,9,02/1988
18.4,2.67972,1074.0137,Y,0,2.5,2,2,1,72,LANCASTER           PA,2,12/1988
2.1,2.5116,649.2395,Y,0,11.6,5,4,2,65,WORCESTER           MA,6,04/1988
1.9,2.04101,641.183,Y,0,12.3,8,4,1,85,NORFOLK             MA,1,03/1988
2.4,1.30385,288.8893,N,1,9.8,1,3,2,37,LA PORTE            IN,2,01/1988
2.0,2.5116,579.39685,Y,0,12.3,5,4,1,72,WORCESTER           MA,4,03/1988
1.4,1.91522,62.80399,Y,1,15.2,1,1,1,30,STARK               ND,0,03/1988
0.8,0.552472,8.726667,Y,0,41.0,2,3,1,-1,RED LAKE            MN,1,03/1988
77.4,2.4165,1122.8802,Y,0,1.0,3,2,1,96,LYCOMING            PA,0,02/1989
0.3,0.421763,8.313953,N,1,0.0,1,7,1,-1,SAULT ST. MARIE     MI,2,03/1988
3.6,2.5116,579.39685,Y,0,6.6,5,4,1,52,WORCESTER           MA,2,03/1988
11.5,1.2988,109.027016,Y,0,2.9,3,4,1,40,ROLETTE             ND,2,02/1988
6.0,1.70553,183.82793,Y,0,6.7,4,4,1,40,CASS                ND,2,02/1988
0.2,1.79318,478.26804,N,1,0.0,1,3,1,76,LAKE                IN,0,04/1988
2.6,2.67869,550.75684,Y,0,11.3,8,4,1,62,LUZERNE             PA,2,11/1988
1.9,2.88244,1065.3071,Y,0,17.4,3,0,2,128,CARBON              PA,1,03/1989
0.3,1.98755,478.26804,N,1,0.0,5,3,1,60,VIGO                IN,0,03/1988
1.3,1.36463,106.26117,N,1,14.9,4,3,1,37,RICHLAND            ND,2,02/1988
1.8,1.72085,443.8437,Y,0,11.5,4,2,1,38,FRANKLIN            MO,2,01/1988
1.5,3.43326,364.9583,N,1,17.0,3,1,1,65,PIMA                AZ,2,03/1988
5.2,2.10811,426.79886,N,1,4.4,1,1,1,68,JACKSON             MO,2,02/1988
1.0,3.43326,364.9583,N,1,67.6,3,1,1,76,PIMA                AZ,2,04/1988
0.5,2.71407,128.78497,N,1,0.0,2,3,1,6,MOHAVE              AZ,0,05/1988
4.6,1.44322,108.80514,Y,0,9.2,4,4,1,61,STEELE              ND,2,03/1988
4.6,0.552472,1024.4429,N,1,6.7,2,1,1,42,BELTRAMI            MN,2,01/1988
1.1,1.63666,329.47784,Y,0,17.7,1,4,1,109,JASPER              IN,0,03/1989
4.5,1.79642,443.8437,N,1,7.5,5,3,1,72,BARRY               MO,2,02/1988
7.0,2.92643,2115.6047,Y,0,4.9,1,0,1,59,MONTGOMERY          PA,3,11/1988
0.5,2.34707,364.80402,Y,0,0.0,3,1,1,54,COCHISE             AZ,4,02/1988
3.6,2.5116,628.9107,Y,0,9.2,5,4,1,41,WORCESTER           MA,2,03/1988
3.3,0.428565,461.62366,Y,0,8.4,3,2,1,1,ANOKA               MN,2,02/1988
0.9,1.68913,559.8317,Y,0,23.6,9,2,1,22,BRISTOL             MA,2,03/1988
1.4,0.799068,5.439952,Y,0,19.8,4,0,1,-1,LAC COURTE OREILLES WI,7,03/1988
12.4,2.49759,288.8893,Unknown,9,3.7,2,0,0,1,ALLEN               IN,0,12/1988
3.0,1.64694,430.94482,Y,0,8.1,3,1,1,68,MILLER              MO,2,02/1988
4.5,0.892741,1071.318,N,1,6.0,2,3,1,44,BECKER              MN,2,01/1988
4.2,2.67869,538.50464,Y,0,7.7,8,4,1,27,LUZERNE             PA,8,03/1988
1.0,2.45192,589.0869,Y,0,32.5,6,4,1,98,CLEARFIELD          PA,2,02/1989
0.2,3.43326,363.43207,N,1,0.0,3,3,1,75,PIMA                AZ,0,04/1988
4.3,2.67972,1060.5416,Y,0,7.3,2,7,1,63,LANCASTER           PA,2,11/1988
1.9,2.43343,597.85675,Unknown,0,10.7,6,0,1,84,MIDDLESEX           MA,1,03/1988
0.2,0.421763,8.313953,N,1,0.0,1,3,1,-1,SAULT ST. MARIE     MI,2,03/1988
3.6,0.658327,2314.3652,Y,0,9.8,3,4,1,34,RAMSEY              MN,2,12/1987
23.7,2.5027,2059.0518,Unknown,0,2.7,1,0,0,124,BERKS               PA,2,03/1989
10.2,2.02058,430.94482,Y,0,3.5,6,2,1,73,HOWELL              MO,2,02/1988
0.7,2.49759,294.1031,N,1,27.2,2,3,1,83,ALLEN               IN,2,04/1988
0.9,1.12399,481.44348,N,1,32.0,1,3,1,68,ST JOSEPH           IN,2,04/1988
1.5,2.38025,589.0869,Y,0,15.3,6,2,1,83,VENANGO             PA,2,01/1989
1.1,2.00698,695.08405,Y,0,15.9,7,4,2,52,ESSEX               MA,2,03/1988
1.8,3.28,1122.8802,Y,0,11.6,10,4,5,69,PHILADELPHIA        PA,0,12/1988
4.1,1.54905,193.5074,Y,0,6.6,5,4,1,61,BURLEIGH            ND,4,02/1988
1.7,0.0,625.01996,Y,0,22.6,11,4,2,51,SUFFOLK             MA,5,03/1988
1.6,3.11518,378.24384,N,1,14.3,3,3,1,28,MARICOPA            AZ,0,12/1987
0.1,0.88449,6.800794,Y,2,0.0,4,1,2,-1,ONEIDA              WI,2,03/1988
3.9,2.63999,538.50464,Y,0,7.7,8,4,1,21,LACKAWANNA          PA,2,02/1988
2.2,1.16137,13.705714,Y,1,17.0,2,3,1,-1,WHITE EARTH         MN,1,02/1988
5.7,1.2011,1214.9227,Y,1,5.3,5,3,1,45,WATONWAN            MN,2,01/1988
11.6,1.85438,52.79145,Y,0,3.3,2,1,1,78,DUNN                ND,2,02/1988
93.4,2.24475,589.0869,Y,0,1.1,6,4,1,123,MERCER              PA,2,03/1989
0.1,3.43326,359.16406,N,1,0.0,3,2,1,3,PIMA                AZ,2,04/1988
8.4,2.39476,807.81647,N,1,4.0,3,3,1,121,JAY                 IN,2,03/1989
7.6,2.37618,1122.8802,Y,0,5.5,5,4,1,77,WESTMORELAND        PA,2,12/1988
5.7,2.02058,430.94482,N,1,5.0,6,1,1,60,HOWELL              MO,0,02/1988
23.4,1.70553,183.82793,Y,0,2.0,4,2,1,86,CASS                ND,2,03/1988
0.5,2.43343,625.01996,Y,0,0.0,6,2,1,59,MIDDLESEX           MA,2,03/1988
5.8,1.8278,48.849606,Y,0,5.6,1,4,1,53,GRANT               ND,1,02/1988
1.4,1.68913,559.8317,Unknown,9,32.9,9,0,0,62,BRISTOL             MA,2,03/1988
0.6,1.04286,6.800794,N,1,32.6,4,1,2,-1,ONEIDA              WI,2,03/1988
1.3,1.96705,596.0751,Y,0,22.8,4,4,1,65,HAMPDEN             MA,2,03/1988
5.2,1.71129,48.849606,Y,0,4.8,1,4,2,47,OLIVER              ND,2,02/1988
0.2,2.09198,486.6377,Y,0,0.0,1,1,1,35,TIPPECANOE          IN,2,01/1988
9.4,1.70553,182.27359,Y,0,3.8,4,2,1,33,CASS                ND,0,03/1988
0.4,1.96705,628.9107,Y,1,0.0,4,1,2,106,HAMPDEN             MA,0,04/1988
1.0,3.43326,359.16406,N,1,24.6,3,2,1,63,PIMA                AZ,2,03/1988
6.3,2.61454,1074.0137,Y,0,5.7,5,7,1,26,INDIANA             PA,0,03/1988
4.7,1.42956,628.9107,Y,0,16.5,10,4,1,75,PLYMOUTH            MA,2,04/1988
2.9,2.43343,628.9107,Unknown,9,9.0,6,0,0,57,MIDDLESEX           MA,0,04/1988
6.5,1.14643,3.66,Y,0,6.0,4,4,1,-1,STOCKBRIDGE-MUNSEE  WI,3,02/1988
3.4,3.15469,341.6855,Y,0,8.7,7,4,1,44,MONROE              PA,9,11/1988
2.6,3.11518,378.24384,N,1,12.5,3,1,1,55,MARICOPA            AZ,2,02/1988
4.6,2.55323,315.78497,Y,0,7.9,4,4,1,55,BEAVER              PA,2,11/1988
1.0,2.49759,288.8893,Unknown,9,27.9,2,0,0,77,ALLEN               IN,1,04/1988
0.7,1.79311,443.8437,N,1,24.3,5,2,1,30,JASPER              MO,10,01/1988
1.2,2.01343,447.6274,N,1,17.7,5,3,1,31,LAWRENCE            MO,9,01/1988
5.6,2.56866,1065.3071,Y,0,6.9,9,4,1,45,ALLEGHENY           PA,0,11/1988
2.2,0.0,596.0751,Y,0,11.5,1,4,1,75,BARNSTABLE          MA,4,03/1988
0.1,1.16237,433.44394,N,1,0.0,2,3,1,82,ELKHART             IN,2,04/1988
16.6,2.84751,351.82404,N,1,3.4,7,3,1,118,BRADFORD            PA,2,03/1989
8.1,1.30372,893.2374,Y,0,4.5,2,4,1,29,NORMAN              MN,2,01/1988
1.3,2.25931,329.47784,Y,1,22.9,4,1,1,44,LAWRENCE            IN,2,02/1988
2.0,3.11518,378.24384,N,1,13.1,3,1,1,33,MARICOPA            AZ,2,12/1987
0.9,3.11518,363.43207,N,1,26.4,3,1,1,80,MARICOPA            AZ,2,04/1988
1.2,1.70553,192.26389,Y,0,19.9,4,7,1,46,CASS                ND,0,03/1988
2.9,0.678591,3.697917,N,1,11.2,4,1,1,-1,LAC DU FLAMBEAU     WI,2,03/1988
0.8,0.0,649.2395,Y,0,19.4,1,4,1,68,BARNSTABLE          MA,2,03/1988
4.1,1.70512,110.44374,Unknown,0,9.8,2,0,0,63,EMMONS              ND,0,03/1988
3.3,1.91522,57.41818,Y,0,7.5,1,2,1,79,STARK               ND,2,02/1988
5.1,1.54905,213.76418,Y,0,5.6,5,4,1,69,BURLEIGH            ND,0,03/1988
6.8,2.72934,664.7248,Y,0,4.9,6,4,1,34,CLARION             PA,1,03/1988
3.1,0.0,625.01996,Y,0,9.2,1,4,1,21,BARNSTABLE          MA,2,03/1988
1.9,0.907991,2246.9688,Y,0,9.8,3,4,1,37,HENNEPIN            MN,2,01/1988
0.7,1.82237,2364.7627,N,1,47.9,1,2,1,110,DELAWARE            PA,2,02/1989
0.5,2.95083,2364.7627,Y,0,53.8,1,0,1,50,BUCKS               PA,2,11/1988
5.7,2.05314,1020.6714,Y,0,5.5,5,4,1,30,VERMILLION          IN,2,12/1987
0.0,1.36463,109.027016,N,1,0.0,4,3,1,90,RICHLAND            ND,2,03/1988
4.2,2.10811,426.79886,Y,0,6.9,1,2,1,92,JACKSON             MO,2,03/1988
2.0,2.28582,993.15466,Y,0,11.3,5,4,1,93,CAMBRIA             PA,0,02/1989
0.3,1.82664,559.8317,Unknown,9,0.0,2,0,0,89,HAMPSHIRE           MA,2,03/1988
7.2,2.84751,315.78497,Y,0,5.1,7,4,1,78,BRADFORD            PA,2,12/1988
13.2,2.11884,433.44394,Y,0,3.0,3,4,1,102,FOUNTAIN            IN,2,02/1989
20.6,1.62023,102.850044,Y,0,2.3,4,2,1,73,GRAND FORKS         ND,2,02/1988
0.6,1.42956,649.2395,Y,0,35.2,10,2,1,85,PLYMOUTH            MA,2,04/1988
4.2,1.21464,893.2374,Y,1,12.2,4,1,1,26,LE SUEUR            MN,2,12/1987
2.4,3.28,1060.5416,Y,0,56.6,10,4,1,103,PHILADELPHIA        PA,2,02/1989
5.1,1.91522,53.39241,Y,0,5.4,1,2,1,40,STARK               ND,2,02/1988
7.5,2.55323,322.1076,Y,0,3.7,4,4,1,138,BEAVER              PA,2,03/1989
10.1,1.31993,893.2374,Y,0,5.8,4,2,1,38,BROWN               MN,2,01/1988
3.5,2.56866,1122.8802,Y,0,10.1,9,4,1,59,ALLEGHENY           PA,2,11/1988
5.8,2.17969,807.81647,Y,0,7.8,3,4,1,78,MARION              IN,2,09/1988
0.8,3.11518,378.24384,N,1,28.1,3,1,1,103,MARICOPA            AZ,2,06/1988
1.2,2.09233,430.94482,Y,0,24.9,1,7,1,29,CLAY                MO,2,01/1988
9.1,1.16237,475.38745,Y,0,3.8,2,4,1,40,ELKHART             IN,2,01/1988
4.5,2.18077,288.8893,Y,0,6.7,2,4,1,66,DE KALB             IN,2,03/1988
0.8,2.37618,1065.3071,Y,0,34.5,5,2,1,26,WESTMORELAND        PA,3,02/1988
2.6,1.70553,182.27359,Y,0,10.0,4,7,1,72,CASS                ND,2,03/1988
0.6,0.544319,7.4265,N,1,46.4,2,3,1,-1,LEECH LAKE          MN,2,03/1988
4.1,2.00698,695.08405,Y,0,8.1,7,4,1,110,ESSEX               MA,0,04/1988
22.6,2.0906,292.21954,Y,0,2.5,4,4,1,100,HARRISON            IN,2,02/1989
0.1,3.11518,359.16406,N,1,0.0,3,1,1,124,MARICOPA            AZ,0,07/1988
0.5,2.05314,926.46497,N,1,0.0,5,1,1,48,VERMILLION          IN,3,02/1988
10.2,2.38025,710.8264,Y,0,3.7,6,4,1,115,VENANGO             PA,0,03/1989
6.1,3.11518,364.9583,N,1,5.7,3,3,1,39,MARICOPA            AZ,2,12/1987
2.6,0.622088,4.746411,Y,0,11.3,2,4,1,-1,BOIS FORTE          MN,2,03/1988
2.5,1.98205,1065.3071,Y,0,15.5,3,2,1,119,CENTRE              PA,0,03/1989
0.9,1.64543,443.8437,Y,0,20.1,5,7,1,59,BENTON              MO,0,02/1988
0.9,3.11518,378.24384,N,1,35.4,3,2,1,9,MARICOPA            AZ,0,05/1988
0.5,2.09884,195.62753,Y,1,0.0,1,3,1,55,JOHNSON             MO,2,02/1988
3.0,2.22498,294.1031,Y,0,12.7,3,4,1,1,GRANT               IN,4,12/1988
1.9,2.43343,597.85675,Y,0,10.6,6,4,1,98,MIDDLESEX           MA,5,03/1988
3.7,2.61898,341.6855,Y,0,7.9,4,4,1,31,BUTLER              PA,2,03/1988
1.1,2.56866,993.15466,Y,0,19.4,9,7,1,97,ALLEGHENY           PA,0,02/1989
4.0,3.11518,378.24384,N,1,6.3,3,2,1,21,MARICOPA            AZ,2,11/1987
3.1,1.48399,204.49521,Y,0,9.6,5,2,1,85,WARD                ND,7,03/1988
2.5,0.552472,7.4265,Y,0,13.0,2,1,1,-1,LEECH LAKE          MN,2,02/1988
2.4,2.13528,949.15137,Y,0,17.9,6,2,1,80,STODDARD            MO,2,02/1988
8.1,2.67031,1065.3071,Y,0,4.8,3,4,2,108,NORTHUMBERLAND      PA,2,02/1989
0.6,0.552472,8.726667,Y,0,29.5,2,3,1,-1,RED LAKE            MN,2,03/1988
1.4,1.69837,292.21954,Y,0,23.3,1,2,1,32,PORTER              IN,2,01/1988
0.8,2.04101,596.0751,Y,0,35.4,8,2,1,7,NORFOLK             MA,5,03/1988
10.2,1.70512,110.44374,Y,1,3.5,2,3,1,55,EMMONS              ND,2,02/1988
4.7,0.504879,990.41156,Y,0,6.8,5,4,1,3,SHERBURNE           MN,2,02/1988
1.9,1.66622,789.0981,Y,0,12.9,4,1,1,98,ST LOUIS CITY       MO,0,04/1988
5.2,2.04444,1122.8802,Y,0,5.3,2,2,1,52,DAUPHIN             PA,2,11/1988
3.4,1.16237,478.26804,Y,0,7.1,2,4,1,117,ELKHART             IN,2,03/1989
1.8,2.49759,329.47784,Y,0,13.5,2,4,1,109,ALLEN               IN,4,02/1989
0.8,3.43326,363.43207,N,1,26.3,3,3,2,91,PIMA                AZ,0,06/1988
0.1,2.01841,128.78497,N,1,0.0,1,2,1,5,COCONINO            AZ,0,07/1988
6.2,1.25606,218.33786,Y,0,7.4,6,2,1,2,DICKEY              ND,2,03/1988
1.6,2.01841,147.43077,N,1,12.4,1,3,1,62,COCONINO            AZ,2,03/1988
2.4,2.09744,993.15466,Y,0,8.3,3,4,1,63,ADAMS               PA,2,11/1988
0.5,1.99752,430.94482,N,1,0.0,6,3,1,67,BOLLINGER           MO,2,02/1988
22.8,1.36463,110.44374,Y,0,2.2,4,4,1,41,RICHLAND            ND,2,02/1988
0.8,2.49759,294.1031,Y,0,25.6,2,4,1,33,ALLEN               IN,3,01/1988
8.4,1.85438,52.79145,Y,0,3.5,2,2,1,44,DUNN                ND,2,02/1988
0.3,2.14045,208.10695,N,1,0.0,4,3,1,95,SCOTT               IN,0,02/1989
3.1,1.68632,893.34094,Y,0,6.7,4,4,1,73,ST LOUIS            MO,2,02/1988
0.9,3.11518,363.43207,N,1,32.6,3,3,1,60,MARICOPA            AZ,0,03/1988
1.0,1.88461,949.15137,Y,0,18.3,6,2,1,76,SCOTT               MO,2,02/1988
2.7,2.17969,807.81647,Y,0,7.8,3,4,1,75,MARION              IN,2,04/1988
2.2,2.55323,320.4678,Y,0,13.7,4,4,1,110,BEAVER              PA,2,02/1989
2.2,1.30385,329.47784,Y,0,10.1,1,4,1,69,LA PORTE            IN,2,03/1988
0.2,3.11518,359.16406,N,1,0.0,3,3,1,101,MARICOPA            AZ,2,06/1988
4.8,2.67972,1074.0137,N,1,6.4,2,1,1,93,LANCASTER           PA,2,02/1989
12.7,1.38757,193.5074,Y,0,3.6,6,0,1,26,WALSH               ND,2,02/1988
6.8,2.17969,807.81647,N,1,4.8,3,2,1,95,MARION              IN,0,02/1989
1.2,2.04101,570.61176,Y,0,14.0,8,4,1,82,NORFOLK             MA,2,03/1988
1.1,1.12399,486.6377,N,1,23.4,1,7,1,41,ST JOSEPH           IN,9,02/1988
8.5,2.63999,538.50464,Y,0,4.3,8,2,1,83,LACKAWANNA          PA,4,01/1989
1.2,2.63999,351.82404,Y,0,17.3,8,2,1,46,LACKAWANNA          PA,0,11/1988
2.1,1.62023,108.80514,Unknown,0,12.8,4,2,1,58,GRAND FORKS         ND,0,03/1988
1.0,1.16237,433.44394,N,1,19.1,2,7,1,125,ELKHART             IN,2,03/1989
3.2,1.79311,438.80835,N,1,6.3,5,1,1,65,JASPER              MO,8,02/1988
2.1,3.11518,378.24384,N,1,11.7,3,3,1,31,MARICOPA            AZ,0,12/1987
9.7,1.39637,109.027016,Y,0,3.8,3,4,1,68,BOTTINEAU           ND,0,03/1988
1.0,2.09884,195.07153,N,1,14.8,1,3,1,92,JOHNSON             MO,2,03/1988
2.4,1.2988,102.850044,Y,0,10.3,3,4,1,6,ROLETTE             ND,2,03/1988
0.7,1.93676,173.52339,N,1,33.0,4,3,1,48,JENNINGS            IN,3,02/1988
3.6,1.48399,218.33786,Y,0,6.6,5,2,1,62,WARD                ND,4,02/1988
11.5,1.68913,626.5646,Y,0,3.5,9,4,1,30,BRISTOL             MA,2,03/1988
6.7,2.23071,959.2521,Y,0,4.2,3,7,1,37,BOONE               IN,2,02/1988
3.7,2.55323,315.78497,Y,1,8.5,4,3,1,73,BEAVER              PA,2,12/1988
0.5,2.56866,1065.3071,Y,0,121.2,9,4,1,102,ALLEGHENY           PA,9,02/1989
6.2,1.62023,110.44374,Y,0,4.8,4,2,1,84,GRAND FORKS         ND,7,03/1988
1.1,2.04177,481.44348,N,1,21.2,4,1,1,88,FLOYD               IN,1,12/1988
2.1,2.04101,628.9107,Y,0,14.1,8,2,1,62,NORFOLK             MA,1,03/1988
0.5,1.66622,884.216,Unknown,0,45.2,4,0,0,81,ST LOUIS CITY       MO,2,02/1988
1.2,1.68632,896.2607,Y,1,17.1,4,2,1,40,ST LOUIS            MO,2,01/1988
1.0,2.10811,438.80835,Y,0,20.8,1,4,1,28,JACKSON             MO,2,01/1988
0.6,2.29935,294.1031,Y,0,34.9,2,4,1,25,WHITLEY             IN,0,01/1988
3.1,2.10811,443.8437,Y,0,10.1,1,4,1,84,JACKSON             MO,2,02/1988
5.7,1.12344,1024.4429,Y,0,5.9,2,2,1,34,STEARNS             MN,0,01/1988
2.9,2.37618,1122.8802,Y,0,8.7,5,4,1,110,WESTMORELAND        PA,2,02/1989
0.4,3.76713,364.80402,N,1,0.0,3,7,1,86,SANTA CRUZ          AZ,0,06/1988
1.4,2.43343,579.39685,Y,0,13.5,6,2,1,40,MIDDLESEX           MA,2,03/1988
11.3,1.58917,1024.4429,Y,0,3.2,4,2,1,44,WINONA              MN,0,02/1988
2.3,2.10811,438.80835,Y,1,13.5,1,7,2,61,JACKSON             MO,2,02/1988
1.1,3.11518,359.16406,N,1,27.7,3,1,1,86,MARICOPA            AZ,7,05/1988
4.6,0.622088,461.62366,Y,0,8.1,1,2,1,26,ST LOUIS            MN,2,12/1987
4.3,0.88449,6.800794,N,0,8.5,4,4,1,-1,ONEIDA              WI,6,03/1988
0.3,1.39637,109.027016,Y,1,0.0,3,3,1,44,BOTTINEAU           ND,0,03/1988
0.5,2.61898,351.82404,N,1,0.0,4,3,1,106,BUTLER              PA,2,02/1989
4.0,1.48424,102.850044,Y,0,9.0,4,4,1,78,BARNES              ND,2,03/1988
23.8,2.17969,959.2521,Y,0,2.1,3,4,1,26,MARION              IN,0,01/1988
0.9,2.56866,1060.5416,Y,0,32.5,9,2,1,51,ALLEGHENY           PA,0,11/1988
5.1,1.21306,990.41156,Y,0,4.6,4,4,1,42,RICE                MN,2,01/1988
7.3,1.62023,102.850044,Y,0,6.3,4,2,1,27,GRAND FORKS         ND,9,02/1988
1.0,0.777248,6.145833,N,1,21.3,4,1,1,-1,FOREST COUNTY       WI,1,02/1988
0.4,2.4165,993.15466,Y,0,0.0,3,4,1,33,LYCOMING            PA,2,03/1988
3.6,0.808928,433.3167,Y,0,10.5,2,4,1,22,ROSEAU              MN,1,12/1987
1.5,2.67972,993.15466,Y,0,22.8,2,2,1,80,LANCASTER           PA,2,12/1988
0.7,1.12399,475.38745,N,1,24.9,1,2,1,70,ST JOSEPH           IN,7,04/1988
5.5,2.37618,1074.0137,Y,0,6.9,5,7,1,58,WESTMORELAND        PA,2,11/1988
1.1,0.799068,5.439952,Y,0,20.0,4,4,1,-1,LAC COURTE OREILLES WI,7,03/1988
1.1,0.552472,8.726667,Y,0,23.2,2,3,1,-1,RED LAKE            MN,7,03/1988
1.8,3.11518,364.9583,N,1,12.5,3,2,2,54,MARICOPA            AZ,2,02/1988
1.9,2.05186,1065.3071,Unknown,0,14.2,2,0,0,130,CUMBERLAND          PA,3,03/1989
0.9,2.24475,589.0869,Y,0,27.7,6,4,1,44,MERCER              PA,2,11/1988
3.7,2.17969,1020.33856,Y,0,9.2,3,4,1,52,MARION              IN,1,04/1988
4.7,1.28056,173.80853,Y,0,8.7,5,2,1,48,MCINTOSH            ND,4,02/1988
13.8,1.75258,102.850044,Y,0,3.0,2,4,1,22,MERCER              ND,2,02/1988
7.8,1.48399,213.76418,Y,0,5.1,5,0,1,88,WARD                ND,2,03/1988
1.7,2.36886,959.2521,Y,0,15.9,3,4,1,56,CLINTON             IN,4,03/1988
1.3,2.21002,807.81647,N,1,32.4,3,2,1,9,TIPTON              IN,2,12/1988
2.2,2.43343,596.0751,Y,0,10.0,6,4,1,10,MIDDLESEX           MA,0,04/1988
1.2,3.11518,364.9583,N,1,31.4,3,2,1,78,MARICOPA            AZ,1,04/1988
2.8,2.48365,1060.5416,Y,0,10.3,2,4,1,86,LEBANON             PA,2,01/1989
1.9,1.63217,443.8437,Unknown,0,12.0,4,0,0,44,JEFFERSON           MO,2,01/1988
1.1,0.88449,6.800794,N,1,17.3,4,2,1,-1,ONEIDA              WI,1,03/1988
4.1,1.48399,199.79611,N,1,7.3,5,7,1,60,WARD                ND,6,03/1988
